timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1620538177952,2053,HTTP Request,200,,Thread Group 1-6,text,true,,85612,132,500,500,http://34.69.50.56/yelpdata/elite/user,1937,0,62
1620538177949,2100,HTTP Request,200,,Thread Group 1-5,text,true,,85612,132,499,499,http://34.69.50.56/yelpdata/elite/user,1980,0,67
1620538177959,2195,HTTP Request,200,,Thread Group 1-9,text,true,,85612,132,498,498,http://34.69.50.56/yelpdata/elite/user,2075,0,58
1620538177945,2216,HTTP Request,200,,Thread Group 1-2,text,true,,85612,132,497,497,http://34.69.50.56/yelpdata/elite/user,2091,0,72
1620538177949,2232,HTTP Request,200,,Thread Group 1-4,text,true,,85612,132,497,497,http://34.69.50.56/yelpdata/elite/user,2110,0,68
1620538177988,3509,HTTP Request,200,,Thread Group 1-23,text,true,,85612,132,495,495,http://34.69.50.56/yelpdata/elite/user,3388,0,60
1620538177997,3628,HTTP Request,200,,Thread Group 1-29,text,true,,85612,132,494,494,http://34.69.50.56/yelpdata/elite/user,3507,0,58
1620538178020,3973,HTTP Request,200,,Thread Group 1-38,text,true,,85612,132,493,493,http://34.69.50.56/yelpdata/elite/user,3862,0,61
1620538178028,4159,HTTP Request,200,,Thread Group 1-42,text,true,,85612,132,492,492,http://34.69.50.56/yelpdata/elite/user,4045,0,58
1620538178100,4209,HTTP Request,200,,Thread Group 1-78,text,true,,85612,132,491,491,http://34.69.50.56/yelpdata/elite/user,4079,0,54
1620538178072,5349,HTTP Request,200,,Thread Group 1-66,text,true,,85612,132,490,490,http://34.69.50.56/yelpdata/elite/user,5222,0,58
1620538178024,5498,HTTP Request,200,,Thread Group 1-40,text,true,,85612,132,489,489,http://34.69.50.56/yelpdata/elite/user,5383,0,57
1620538178092,6097,HTTP Request,200,,Thread Group 1-75,text,true,,85612,132,488,488,http://34.69.50.56/yelpdata/elite/user,5979,0,57
1620538178296,5908,HTTP Request,200,,Thread Group 1-178,text,true,,85612,132,487,487,http://34.69.50.56/yelpdata/elite/user,5779,0,57
1620538177971,6233,HTTP Request,200,,Thread Group 1-15,text,true,,85612,132,487,487,http://34.69.50.56/yelpdata/elite/user,6115,0,61
1620538178227,5980,HTTP Request,200,,Thread Group 1-142,text,true,,85612,132,485,485,http://34.69.50.56/yelpdata/elite/user,5860,0,94
1620538177966,6241,HTTP Request,200,,Thread Group 1-13,text,true,,85612,132,485,485,http://34.69.50.56/yelpdata/elite/user,6122,0,59
1620538178010,6308,HTTP Request,200,,Thread Group 1-33,text,true,,85612,132,483,483,http://34.69.50.56/yelpdata/elite/user,6187,0,63
1620538178065,6255,HTTP Request,200,,Thread Group 1-62,text,true,,85612,132,482,482,http://34.69.50.56/yelpdata/elite/user,6132,0,56
1620538178046,6276,HTTP Request,200,,Thread Group 1-51,text,true,,85612,132,481,481,http://34.69.50.56/yelpdata/elite/user,6165,0,65
1620538178102,6276,HTTP Request,200,,Thread Group 1-79,text,true,,85612,132,480,480,http://34.69.50.56/yelpdata/elite/user,6161,0,59
1620538178948,5457,HTTP Request,200,,Thread Group 1-499,text,true,,85612,132,479,479,http://34.69.50.56/yelpdata/elite/user,5344,0,54
1620538178206,6213,HTTP Request,200,,Thread Group 1-128,text,true,,85612,132,478,478,http://34.69.50.56/yelpdata/elite/user,6089,0,71
1620538178159,6288,HTTP Request,200,,Thread Group 1-108,text,true,,85612,132,477,477,http://34.69.50.56/yelpdata/elite/user,6171,0,60
1620538177969,7206,HTTP Request,200,,Thread Group 1-14,text,true,,85612,132,476,476,http://34.69.50.56/yelpdata/elite/user,7063,0,63
1620538177990,7186,HTTP Request,200,,Thread Group 1-25,text,true,,85612,132,475,475,http://34.69.50.56/yelpdata/elite/user,7043,0,55
1620538178007,7169,HTTP Request,200,,Thread Group 1-31,text,true,,85612,132,475,475,http://34.69.50.56/yelpdata/elite/user,7026,0,61
